"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Mar 04 23:18:50 GMT 2021","Thu Mar 04 23:18:50 GMT 2021","0","tests","test_simulation","","","","test_skipped",""
"broken","Thu Mar 04 23:18:50 GMT 2021","Thu Mar 04 23:18:50 GMT 2021","0","tests","test_simulation","","","","test_broken",""
"failed","Thu Mar 04 23:18:50 GMT 2021","Thu Mar 04 23:18:50 GMT 2021","0","tests","test_simulation","","","","test_fail",""
"passed","Thu Mar 04 23:18:50 GMT 2021","Thu Mar 04 23:18:50 GMT 2021","1","tests","test_simulation","","","","test_pass",""
