"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 09 21:02:31 GMT 2025","Thu Jan 09 21:02:31 GMT 2025","0","tests","test_simulation","","","","test_fail",""
"broken","Thu Jan 09 21:02:31 GMT 2025","Thu Jan 09 21:02:31 GMT 2025","0","tests","test_simulation","","","","test_broken",""
"passed","Thu Jan 09 21:02:31 GMT 2025","Thu Jan 09 21:02:31 GMT 2025","1","tests","test_simulation","","","","test_pass",""
"skipped","Thu Jan 09 21:02:31 GMT 2025","Thu Jan 09 21:02:31 GMT 2025","0","tests","test_simulation","","","","test_skipped",""
