"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 26 16:38:22 GMT 2024","Wed Jun 26 16:38:22 GMT 2024","0","tests","test_simulation","","","","test_broken",""
"skipped","Wed Jun 26 16:38:22 GMT 2024","Wed Jun 26 16:38:22 GMT 2024","0","tests","test_simulation","","","","test_skipped",""
"failed","Wed Jun 26 16:38:22 GMT 2024","Wed Jun 26 16:38:22 GMT 2024","1","tests","test_simulation","","","","test_fail",""
"passed","Wed Jun 26 16:38:22 GMT 2024","Wed Jun 26 16:38:22 GMT 2024","0","tests","test_simulation","","","","test_pass",""
