"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 23 21:02:22 GMT 2025","Mon Jun 23 21:02:22 GMT 2025","1","tests","test_simulation","","","","test_broken",""
"failed","Mon Jun 23 21:02:22 GMT 2025","Mon Jun 23 21:02:22 GMT 2025","0","tests","test_simulation","","","","test_fail",""
"passed","Mon Jun 23 21:02:22 GMT 2025","Mon Jun 23 21:02:22 GMT 2025","0","tests","test_simulation","","","","test_pass",""
"skipped","Mon Jun 23 21:02:22 GMT 2025","Mon Jun 23 21:02:22 GMT 2025","0","tests","test_simulation","","","","test_skipped",""
